plant,block,plot,A,B,C,D,E,F,G
6,1,2,,,,SB_S,SB_S,SB_D,SB_D
3,1,2,,,,SB_S,SB_S,SB_D,SB_D
13,1,2,,,,,SB_S,SB_D,SB_D
29,1,3,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_D
28,1,3,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_D
32,1,4,,CT_S,CT_S,SB_S,SB_S,SB_D,SB_D
31,1,4,,CT_S,CT_S,SB_S,SB_S,SB_D,SB_D
13,1,4,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
2,1,4,,CT_S,CT_S,SB_S,SB_S,SB_D,SB_D
3,1,4,,,,SB_S,SB_S,SB_S,SB_D
46,1,4,,,,SB_S,SB_S,SB_S,SB_D
45,1,4,,,,,SB_S,SB_S,SB_D
50,1,4,,,,,,SB_S,SB_D
18,1,5,,,,,,SB_S,SB_D
46,1,6,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_D
47,1,6,,,,SB_S,SB_S,SB_S,SB_D
36,2,1,,,,,SB_S,SB_D,SB_D
26,2,3,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_D
12,2,3,,,,,SB_S,SB_D,SB_D
8,2,3,,,CT_S,CT_S,,SB_S,SB_D
10,2,3,,,,SB_S,SB_D,SB_D,SB_D
23,2,3,,,,SB_S,SB_S,SB_S,SB_D
13,2,3,,,,SB_S,SB_S,SB_D,SB_D
6,2,3,,,,SB_S,SB_S,SB_D,SB_D
21,2,3,,,,,SB_S,SB_D,SB_D
20,2,3,,,,,SB_S,SB_D,SB_D
17,2,3,,,,,SB_S,SB_D,SB_D
5,2,3,,,,,SB_S,SB_S,SB_D
47,2,3,,,,,,SB_S,SB_D
27,2,3,,,,,,SB_S,SB_D
25,2,3,,,,,,SB_S,SB_D
24,2,3,,,,,,SB_S,SB_D
9,2,3,,,,,,SB_S,SB_D
22,2,6,,,,,,SB_S,SB_D
51,3,2,,,,,SB_S,SB_S,SB_D
11,3,2,,,CT_S,CT_S,CT_S,SB_S,SB_D
42,3,2,,,,SB_S,SB_D,SB_D,SB_D
12,3,2,,,,SB_S,SB_D,SB_D,SB_D
6,3,3,,,,,,SB_S,SB_D
39,4,1,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
32,4,1,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
26,4,1,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
38,4,1,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
23,4,1,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
12,4,1,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
4,4,1,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
46,4,1,,SB_S,SB_S,SB_S,SB_S,SB_S,SB_D
17,4,1,,,,,SB_S,SB_D,SB_D
50,4,1,,,SB_S,SB_S,SB_D,SB_D,SB_D
18,4,1,,,SB_S,SB_S,SB_D,SB_D,SB_D
22,4,1,,,SB_S,SB_S,SB_S,SB_D,SB_D
42,4,1,,,,SB_S,SB_D,SB_D,SB_D
49,4,1,,,,,SB_S,SB_S,SB_D
21,4,1,,,,,SB_S,SB_S,SB_D
48,4,1,,,,,,SB_S,SB_D
45,4,1,,,,,,SB_S,SB_D
29,4,1,,,,,,SB_S,SB_D
24,4,1,,,,,,SB_S,SB_D
16,4,1,,,,,,SB_S,SB_D
34,4,5,,,,,SB_S,SB_D,SB_D
26,4,5,,,SB_S,SB_S,SB_D,SB_D,SB_D
31,4,5,,,SB_S,SB_S,SB_S,SB_D,SB_D
36,4,5,,,,,SB_S,SB_D,SB_D
35,4,5,,,,,SB_S,SB_D,SB_D
33,4,5,,,,,SB_S,SB_D,SB_D
39,4,5,,,,,SB_S,SB_S,SB_D
38,4,5,,,,,SB_S,SB_S,SB_D
32,4,6,,SB_S,SB_S,SB_S,SB_S,SB_S,SB_D
20,4,6,,,,,SB_S,,SB_D
44,4,6,,,,,,SB_S,SB_D
39,4,6,,,,,,SB_S,SB_D
33,4,6,,,,,,SB_S,SB_D
22,5,1,,,SB_S,SB_S,SB_S,SB_S,SB_D
8,5,1,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
1,5,1,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
15,5,1,,SB_S,SB_S,SB_S,SB_S,SB_S,SB_D
14,5,1,,,,,,SB_S,SB_D
4,5,1,,,SB_S,SB_S,SB_S,SB_S,SB_D
7,5,1,,,CT_S,CT_S,CT_S,SB_S,SB_D
20,5,1,,,CT_S,CT_S,SB_S,SB_D,SB_D
47,5,1,,,SB_S,SB_S,SB_D,SB_D,SB_D
32,5,1,,,SB_S,SB_S,SB_D,SB_D,SB_D
13,5,1,,,SB_S,SB_S,SB_D,SB_D,SB_D
12,5,1,,,SB_S,SB_S,SB_D,SB_D,SB_D
50,5,1,,,SB_S,SB_S,SB_S,SB_D,SB_D
31,5,1,,,SB_S,SB_S,SB_S,SB_D,SB_D
3,5,1,,,SB_S,SB_S,SB_S,SB_D,SB_D
29,5,1,,,,SB_S,SB_S,SB_D,SB_D
37,5,1,,,,SB_S,SB_S,SB_S,SB_D
30,5,1,,,,,SB_S,SB_D,SB_D
28,5,1,,,,,SB_S,SB_D,SB_D
18,5,1,,,,,SB_S,SB_D,SB_D
41,5,1,,,,,SB_S,SB_S,SB_D
21,5,1,,,,,SB_S,SB_S,SB_D
51,5,1,,,,,,SB_S,SB_D
4,5,2,,SB_S,SB_S,SB_S,SB_S,SB_S,SB_D
32,5,3,,SB_S,SB_S,SB_D,SB_D,SB_D,SB_D
14,5,3,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
12,5,3,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
2,5,3,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
38,5,3,,,,SB_S,SB_D,SB_D,SB_D
22,5,3,,,,SB_S,SB_D,SB_D,SB_D
46,5,3,,,,,SB_S,SB_D,SB_D
48,5,3,,,CT_S,CT_S,SB_S,SB_S,SB_D
31,5,3,,,,,SB_S,SB_S,SB_D
37,5,3,,,SB_S,SB_D,SB_D,SB_D,SB_D
39,5,3,,,SB_S,SB_S,SB_S,SB_S,SB_D
49,5,3,,,SB_S,SB_S,SB_D,SB_D,SB_D
29,5,3,,,SB_S,SB_S,SB_D,SB_D,SB_D
5,5,3,,,SB_S,SB_S,SB_S,SB_D,SB_D
9,5,3,,,SB_S,SB_S,SB_S,SB_S,SB_D
44,5,3,,,SB_S,SB_S,SB_S,SB_S,SB_D
40,5,3,,,SB_S,SB_S,SB_S,SB_S,SB_D
20,5,3,,,SB_S,SB_S,SB_S,SB_S,SB_D
34,5,3,,,,SB_S,SB_D,SB_D,SB_D
33,5,3,,,,SB_S,SB_D,SB_D,SB_D
23,5,3,,,,SB_S,SB_D,SB_D,SB_D
21,5,3,,,,SB_S,SB_D,SB_D,SB_D
18,5,3,,,,SB_S,SB_D,SB_D,SB_D
19,5,3,,,,SB_S,SB_S,SB_D,SB_D
43,5,3,,,,,SB_S,SB_D,SB_D
25,5,3,,,,,SB_S,SB_D,SB_D
24,5,3,,,,,SB_S,SB_D,SB_D
17,5,3,,,,,SB_S,SB_D,SB_D
3,5,3,,,,,SB_S,SB_D,SB_D
1,5,3,,,,,SB_S,SB_D,SB_D
47,5,3,,,,,,SB_S,SB_D
26,5,3,,,,,,SB_S,SB_D
11,5,3,,,,,,SB_S,SB_D
10,5,3,,,,,,SB_S,SB_D
6,5,4,,SB_S,SB_S,SB_S,SB_S,SB_S,SB_D
30,5,5,,,CT_S,CT_S,CT_S,SB_S,SB_D
33,5,5,,,V_S,V_S,V_S,SB_S,SB_D
34,5,5,,,,,,SB_S,SB_D
8,5,5,,,,,,SB_S,SB_D
13,5,6,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
1,5,6,,,SB_S,SB_S,SB_S,SB_D,SB_D
37,6,2,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
28,6,2,,SB_S,SB_S,SB_D,SB_D,SB_D,SB_D
39,6,2,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
10,6,2,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
51,6,2,,,SB_S,SB_S,SB_D,SB_D,SB_D
47,6,2,,,SB_S,SB_S,SB_D,SB_D,SB_D
30,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_D
23,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_D
22,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_D
52,6,2,,,,SB_S,SB_D,SB_D,SB_D
50,6,2,,,,SB_S,SB_D,SB_D,SB_D
46,6,3,,,,SB_S,SB_D,SB_D,SB_D
43,6,3,,SB_S,SB_S,SB_D,SB_D,SB_D,SB_D
9,6,3,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
49,6,3,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
37,6,3,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
27,6,3,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
42,6,3,,,SB_S,SB_D,SB_D,SB_D,SB_D
15,6,3,,,SB_S,SB_S,SB_D,SB_D,SB_D
18,6,3,,,SB_S,SB_S,SB_D,SB_D,SB_D
6,6,3,,,SB_S,SB_S,SB_D,SB_D,SB_D
40,6,3,,,SB_S,SB_S,SB_S,SB_D,SB_D
35,6,3,,,SB_S,SB_S,SB_S,SB_D,SB_D
2,6,3,,,SB_S,SB_S,SB_S,SB_D,SB_D
17,6,3,,,SB_S,SB_S,SB_S,SB_S,SB_D
47,6,3,,,,SB_S,SB_D,SB_D,SB_D
45,6,3,,,,SB_S,SB_D,SB_D,SB_D
44,6,3,,,,SB_S,SB_D,SB_D,SB_D
20,6,3,,,,SB_S,SB_D,SB_D,SB_D
50,6,3,,,,,SB_S,SB_D,SB_D
48,6,3,,,,,SB_S,SB_D,SB_D
52,6,3,,,,,,SB_S,SB_D
34,6,3,,,,,,SB_S,SB_D
1,6,4,,,SB_S,SB_S,SB_S,SB_S,SB_D
25,6,5,,,SB_S,SB_S,SB_S,SB_S,SB_D
33,1,1,,,,SB_S,SB_S,SB_S,SB_S
41,1,1,,,,,,SB_S,SB_S
18,1,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
28,1,2,,,,SB_S,SB_S,SB_S,SB_S
27,1,2,,,,SB_S,SB_S,SB_S,SB_S
51,1,2,,,,SB_S,,,SB_S
21,1,2,,,,,SB_S,SB_S,SB_S
39,1,2,,,,,,SB_S,SB_S
27,1,3,,,,SB_S,SB_S,SB_S,SB_S
7,1,5,,,CT_S,CT_S,,SB_S,SB_S
4,1,5,,,,,,SB_S,SB_S
13,1,6,,,,,,SB_S,SB_S
17,2,1,,,,,CT_S,SB_S,SB_S
1,2,2,,,,,SB_S,SB_S,SB_S
44,2,2,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_S
40,2,3,,,,,,SB_S,SB_S
9,2,4,,,,SB_S,SB_S,,SB_S
32,2,4,,,,,,SB_S,SB_S
45,3,3,,,,,SB_S,SB_S,SB_S
48,3,4,,,,,,SB_S,SB_S
47,3,5,,,SB_S,SB_S,SB_S,SB_S,SB_S
35,3,5,,,,,SB_S,SB_S,SB_S
25,3,5,,,,,SB_S,SB_S,SB_S
14,3,5,,,,,SB_S,SB_S,SB_S
17,3,5,,,,,,SB_S,SB_S
16,3,5,,,,,,SB_S,SB_S
11,4,1,,,SB_S,SB_S,SB_S,SB_S,SB_S
33,4,4,,,,SB_S,,,SB_S
12,4,5,,,SB_S,SB_S,SB_S,SB_S,SB_S
23,4,6,,,,SB_S,SB_S,SB_S,SB_S
35,4,6,,,,,SB_S,,SB_S
46,5,1,,,,SB_S,,SB_S,SB_S
42,5,1,,,,,SB_S,SB_S,SB_S
24,5,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
17,5,2,,,,,,SB_S,SB_S
35,5,3,,,SB_S,SB_S,SB_S,SB_S,SB_S
36,5,3,,,SB_S,SB_S,SB_S,SB_S,SB_S
8,5,3,,,,,,SB_S,SB_S
50,5,4,,,SB_S,SB_S,SB_S,SB_S,SB_S
46,5,4,,,SB_S,SB_S,SB_S,SB_S,SB_S
10,5,4,,,SB_S,SB_S,SB_S,SB_S,SB_S
1,5,5,,,SB_S,SB_S,SB_S,SB_S,SB_S
12,5,6,,SB_S,SB_S,SB_S,SB_S,SB_S,SB_S
40,5,6,,,,SB_S,,SB_S,SB_S
38,5,6,,,,,V_S,SB_S,SB_S
47,5,6,,,,,,SB_S,SB_S
15,5,6,,,,,,SB_S,SB_S
29,6,1,,,SB_S,SB_S,SB_S,SB_S,SB_S
8,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
15,6,2,,SB_S,SB_S,SB_S,SB_S,SB_S,SB_S
44,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
35,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
16,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
11,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
7,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
33,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
24,6,2,,,SB_S,SB_S,SB_S,SB_S,SB_S
33,6,3,,,,,,SB_S,SB_S
32,6,4,,,SB_S,SB_S,SB_S,SB_S,SB_S
47,6,4,,,,,,SB_S,SB_S
27,6,6,,,SB_S,SB_S,SB_S,SB_S,SB_S
28,6,5,-,-,-,-,-,-,V_S
43,1,3,,V_S,V_S,V_S,V_S,V_S,V_D
15,1,3,,V_S,V_S,V_S,V_S,V_S,V_D
40,1,4,,V_S,V_S,V_S,V_S,V_D,V_D
44,1,5,,V_S,V_S,V_S,V_S,V_D,V_D
37,2,2,,,,,V_S,V_S,V_D
1,2,3,,V_S,V_D,V_D,V_D,V_D,V_D
46,3,1,,V_S,V_S,V_D,V_D,V_D,V_D
51,3,1,,,,,,V_S,V_D
30,3,6,,V_S,V_S,V_S,V_S,V_S,V_D
31,4,6,,V_S,V_S,V_S,V_S,V_S,V_D
36,5,5,,,V_S,V_S,V_S,V_S,V_D
14,5,6,,V_S,V_S,V_S,V_S,V_D,V_D
49,5,6,,V_S,V_S,V_S,V_S,V_S,V_D
6,5,6,,,,,V_S,V_D,V_D
15,1,1,,V_S,V_S,V_S,V_S,V_S,V_S
45,1,1,,,,,,V_S,V_S
35,1,3,,V_S,V_S,V_S,V_S,V_S,V_S
33,1,3,,V_S,V_S,V_S,V_S,V_S,V_S
5,1,4,,,,,V_S,V_S,V_S
47,1,5,,V_S,V_S,V_S,V_S,V_S,V_S
35,1,5,,,,,,,V_S
34,1,5,,V_S,V_S,V_S,V_S,V_S,V_S
28,1,5,,V_S,V_S,V_S,V_S,V_S,V_S
34,1,6,,V_S,V_S,V_S,V_S,V_S,V_S
10,1,6,,V_S,V_S,V_S,V_S,V_S,V_S
32,2,2,,V_S,V_S,V_S,V_S,V_S,V_S
24,2,2,,,,,,V_S,V_S
4,2,4,,V_S,V_S,V_S,V_S,V_S,V_S
52,2,4,,,,SB_S,SB_S,V_S,V_S
13,2,4,,,V_S,V_S,V_S,V_S,V_S
46,2,4,,,,,,V_S,V_S
42,2,4,,,,,,V_S,V_S
31,2,4,,,,,,V_S,V_S
49,2,6,,V_S,V_S,V_S,V_S,V_S,V_S
10,2,6,,V_S,V_S,V_S,V_S,V_S,V_S
20,2,6,,V_S,V_S,V_S,V_S,V_S,V_S
16,2,6,,V_S,V_S,V_S,V_S,V_S,V_S
39,2,6,,,,V_S,V_S,V_S,V_S
42,2,6,,,V_S,V_S,V_S,V_S,V_S
14,2,6,,,,,,V_S,V_S
40,2,6,,,,,,V_S,V_S
24,3,1,,V_S,V_S,V_S,V_S,V_S,V_S
35,3,1,,V_S,V_S,V_S,V_S,V_S,V_S
27,3,3,,V_S,V_S,V_S,V_S,V_S,V_S
19,3,3,,V_S,V_S,V_S,V_S,V_S,V_S
22,3,3,,,,,,,V_S
47,3,3,,,O_S,O_S,V_S,V_S,V_S
33,3,3,,,,,,,V_S
34,3,3,,,,,,,V_S
49,3,4,,V_S,V_S,V_S,V_S,V_S,V_S
38,3,4,,V_S,V_S,V_S,V_S,V_S,V_S
30,3,4,,V_S,V_S,V_S,V_S,V_S,V_S
4,3,4,,V_S,V_S,V_S,V_S,V_S,V_S
21,3,4,,V_S,V_S,V_S,V_S,V_S,V_S
47,3,4,,,,,,V_S,V_S
46,3,4,,,,,,V_S,V_S
32,3,4,,,,,,,V_S
25,3,6,,V_S,V_S,V_S,V_S,V_S,V_S
9,3,6,,,,,V_S,V_S,V_S
34,3,6,,V_S,V_S,V_S,V_S,V_S,V_S
42,3,6,,V_S,V_S,V_S,V_S,V_S,V_S
19,3,6,,,V_S,V_S,V_S,V_S,V_S
3,4,2,,V_S,V_S,V_S,V_S,V_S,V_S
33,4,2,,,,V_S,V_S,V_S,V_S
19,4,2,,,,V_S,V_S,V_S,V_S
15,4,2,,,,V_S,V_S,V_S,V_S
39,4,2,,,,,,V_S,V_S
49,4,2,,,,,,V_S,V_S
48,4,3,,,,,,,V_S
15,4,3,,,V_S,V_S,V_S,V_S,V_S
13,4,3,,,,,V_S,V_S,V_S
13,4,4,,V_S,V_S,V_S,V_S,V_S,V_S
29,4,4,,V_S,V_S,V_S,V_S,V_S,V_S
17,4,4,,,,V_S,V_S,V_S,V_S
21,4,4,,,,,V_S,V_S,V_S
28,4,6,,,,,,V_S,V_S
17,4,6,,,,,,V_S,V_S
38,4,6,,,,,,,V_S
41,5,2,,V_S,V_S,V_S,V_S,V_S,V_S
39,5,2,,V_S,V_S,V_S,V_S,V_S,V_S
33,5,2,,V_S,V_S,V_S,V_S,V_S,V_S
31,5,2,,,,,V_S,V_S,V_S
5,5,2,,,,,,V_S,V_S
11,5,2,,,,,,V_S,V_S
9,5,2,,,,,,V_S,V_S
37,5,4,,V_S,V_S,V_S,V_S,V_S,V_S
25,5,4,,V_S,V_S,V_S,V_S,V_S,V_S
22,5,4,,V_S,V_S,V_S,V_S,V_S,V_S
3,5,4,,V_S,V_S,V_S,V_S,V_S,V_S
35,5,4,,,,,V_S,V_S,V_S
40,5,4,,,,,,V_S,V_S
39,5,4,,,,,,V_S,V_S
42,5,5,,,,,,,V_S
15,5,5,,V_S,V_S,V_S,V_S,V_S,V_S
14,5,5,,V_S,V_S,V_S,V_S,V_S,V_S
18,5,5,,,V_S,V_S,V_S,V_S,V_S
10,5,5,,,,,,V_S,V_S
10,5,6,,V_S,V_S,V_S,V_S,V_S,V_S
23,5,6,,,V_S,V_S,V_S,V_S,V_S
41,5,6,,,,V_S,V_S,V_S,V_S
20,5,6,,,,,V_S,V_S,V_S
8,6,1,,V_S,V_S,V_S,V_S,V_S,V_S
30,6,1,,,,V_S,V_S,V_S,V_S
22,6,1,,V_S,V_S,V_S,V_S,V_S,V_S
3,6,1,,V_S,V_S,V_S,V_S,V_S,V_S
1,6,1,,,,,,,V_S
17,6,1,,,,,V_S,V_S,V_S
15,6,1,,,,,V_S,V_S,V_S
24,6,3,,V_S,V_S,V_S,V_S,V_S,V_S
46,6,4,,V_S,V_S,V_S,V_S,V_S,V_S
45,6,4,,V_S,V_S,V_S,V_S,V_S,V_S
44,6,4,,V_S,V_S,V_S,V_S,V_S,V_S
40,6,4,,V_S,V_S,V_S,V_S,V_S,V_S
39,6,4,,V_S,V_S,V_S,V_S,V_S,V_S
31,6,4,,V_S,V_S,V_S,V_S,V_S,V_S
15,6,4,,V_S,V_S,V_S,V_S,V_S,V_S
21,6,4,,,,,,V_S,V_S
41,6,4,,,,,,,V_S
48,6,4,,,,,,,V_S
24,6,5,,,,V_S,V_S,V_S,V_S
27,6,5,,,-,-,-,-,V_S
1,6,5,,,V_S,V_S,V_S,V_S,V_S
47,6,5,,,,,V_S,V_S,V_S
2,6,6,,V_S,V_S,V_S,V_S,V_S,V_S
12,6,6,,V_S,V_S,V_S,V_S,V_S,V_S
40,6,6,,,,,,V_S,V_S
7,6,6,,,,,,V_S,V_S
49,1,1,,CT_S,CT_S,CT_S,CT_S,CT_S,
50,1,1,,CT_S,CT_S,CT_S,CT_S,CT_S,
46,1,1,,,,,,,
47,1,1,,,,,,,
48,1,1,,,,,,,
51,1,1,,,,,,,
53,1,2,,,,,,,
51,1,3,,,,,,,
52,1,3,,,,,,,
31,1,5,,CT_S,CT_S,CT_S,CT_S,CT_S,
31,1,6,,,,,,,
50,2,1,,,,,,,
35,2,6,,,,,,,
53,3,1,,,,,,,
54,3,1,,,,,,,
55,3,1,,,,,,,
56,3,1,,,,,,,
57,3,1,,,,,,,
40,3,3,,,,O_S,O_S,,
51,4,3,,,,,,,
11,6,4,,,,V_S,V_S,,
51,6,6,,,SB_S,SB_S,,,
50,6,6,,,,,,,
52,6,6,,,,,,,